Id,BibleVersionId,Book,Testament,ChapterNumber,VerseNumber,Text
4bcf8884-8722-47a5-87af-2adc06ce8129,1000005,Genesis,OT,1,18,"And to rule over the day, and over the night, and to divide the light from the darkness: and God saw that it was good."
635c4578-0d34-461e-b4c3-7c8c17bb3aa8,1000005,Genesis,OT,1,19,And the evening and the morning were the fourth day.
917ea356-e5d1-4138-82a3-c98050a3bc7e,1000005,Genesis,OT,1,20,"And God said, Let the waters bring forth abundantly the moving creature that hath life, and fowl that may fly above the earth in the open firmament of heaven."
76c86583-6f58-4721-9fd8-aa386ce714d1,1000005,Genesis,OT,1,21,"And God created great whales, and every living creature that moveth, which the waters brought forth abundantly after their kind, and every winged fowl after his kind: and God saw that it was good."
90e242f0-abd0-4e04-b9c9-11f4dddccc94,1000005,Genesis,OT,1,22,"And God blessed them, saying, Be fruitful, and multiply, and fill the waters in the seas, and let fowl multiply in the earth."
c38ec836-1522-45b1-aa9f-6ee689df9dd6,1000005,Genesis,OT,1,23,And the evening and the morning were the fifth day.
2af5c5d4-ce25-4fcc-8978-91cb4ab664b9,1000005,Genesis,OT,1,24,"And God said, Let the earth bring forth the living creature after his kind, cattle, and the creeping animal, and the beast of the earth after his kind: and it was so."
8e5acb72-ba9b-4056-a015-30eb33d9af66,1000005,Genesis,OT,1,25,"And God made the beast of the earth after his kind, and cattle after their kind, and every animal that creepeth upon the earth after his kind: and God saw that it was good."
6f1bc824-37d9-4976-b367-0ca30c494c36,1000005,Genesis,OT,1,26,"And God said, Let us make man in our image, after our likeness: and let them have dominion over the fish of the sea, and over the fowl of the air, and over the cattle, and over all the earth, and over every creeping animal that creepeth upon the earth."
7adbbf53-7305-4e58-a96c-592404b5c01d,1000005,Genesis,OT,1,27,"So God created man in his own image, in the image of God created he him; male and female created he them."
6d971c4a-0af1-4120-aa9a-f9284025e9af,1000005,Genesis,OT,1,28,"And God blessed them, and God said to them, Be fruitful, and multiply, and replenish the earth, and subdue it: and have dominion over the fish of the sea, and over the fowl of the air, and over every living animal that moveth upon the earth."
872973f1-3f99-4834-80de-fd2909970231,1000005,Genesis,OT,1,29,"And God said, Behold, I have given you every herb bearing seed, which is upon the face of all the earth, and every tree, in which is the fruit of a tree yielding seed; to you it shall be for food."
2ca4000c-9771-4333-ba9a-0fcb7a4e2c7f,1000005,Genesis,OT,1,30,"And to every beast of the earth, and to every fowl of the air, and to every animal that creepeth upon the earth, in which is life, I have given every green herb for food: and it was so."
be2c9ac5-055b-4e37-b220-0a1ae53ea3ab,1000005,Genesis,OT,1,31,"And God saw every thing that he had made, and behold, it was very good. And the evening and the morning were the sixth day."
1acd2f88-4457-405f-9469-433257993caf,1000005,Genesis,OT,2,1,"Thus the heavens and the earth were finished, and all the host of them."
f6d1e73b-8822-4714-8d27-ec924e252d84,1000005,Genesis,OT,2,2,And on the seventh day God ended his work which he had made; and he rested on the seventh day from all his work which he had made.
93336890-8cdc-4552-b4fd-74a874e569cb,1000005,Genesis,OT,2,3,"And God blessed the seventh day, and sanctified it: because that in it he had rested from all his work which God created and made."
29108d72-3794-4f28-b339-971664feb1e3,1000005,Genesis,OT,2,4,"These are the generations of the heavens and of the earth when they were created, in the day that the LORD God made the earth and the heavens."
7e737d67-fc53-444e-9652-bb126f9b7f65,1000005,Genesis,OT,2,5,"And every plant of the field before it was in the earth, and every herb of the field before it grew: for the LORD God had not caused it to rain on the earth, and there was not a man to till the ground."
7c1a71d1-1eca-422e-ad2b-9b282b3507de,1000005,Genesis,OT,2,6,"But there went up a mist from the earth, and watered the whole face of the ground."
55b0cd56-13b9-4f56-94ad-b16ea0db61f4,1000005,Genesis,OT,2,7,"And the LORD God formed man of the dust of the ground, and breathed into his nostrils the breath of life; and man became a living soul."
eb58b987-5c50-413f-a47e-98fce266be08,1000005,Genesis,OT,2,8,And the LORD God planted a garden eastward in Eden; and there he put the man whom he had formed.
4c41fd0e-d5bb-4715-9569-e84b683aa396,1000005,Genesis,OT,2,9,"And out of the ground made the LORD God to grow every tree that is pleasant to the sight, and good for food; the tree of life also in the midst of the garden, and the tree of knowledge of good and evil."
a1061846-b2da-4536-a973-5c66c09068e8,1000005,Genesis,OT,2,10,"And a river went out of Eden to water the garden: and from thence it was parted, and became into four heads."
4135c433-a1b8-4fd8-8ec5-2434dd550974,1000005,Genesis,OT,2,11,"The name of the first is Pison, which compasseth the whole land of Havilah, where there is gold;"
7ccf7947-8f7d-432d-b968-172f3c93c505,1000005,Genesis,OT,2,12,And the gold of that land is good: there is bdellium and the onyx-stone.
8eb47fec-07de-4f57-878a-1e8d9445ffe9,1000005,Genesis,OT,2,13,And the name of the second river is Gihon: the same that compasseth the whole land of Cush.
441a7560-07cc-4871-93a0-8d3dcfb5f093,1000005,Genesis,OT,2,14,And the name of the third river is Hiddekel: which floweth toward the east of Assyria. And the fourth river is Euphrates.
9f0756ed-363d-4ab1-91b3-48f267c95a51,1000005,Genesis,OT,2,15,"And the LORD God took the man, and put him into the garden of Eden, to dress it, and to keep it."
5c981434-317a-4a22-b3b6-292e223b4340,1000005,Genesis,OT,2,16,"And the LORD God commanded the man, saying, Of every tree of the garden thou mayest freely eat:"
09dcbe62-3810-47b7-a1fe-658d55b1758e,1000005,Genesis,OT,2,17,"But of the tree of the knowledge of good and evil, thou shalt not eat of it: for in the day that thou eatest of it thou shalt surely die."
ed288997-c80a-4413-918c-ec8e4bd20c67,1000005,Genesis,OT,2,18,"And the LORD God said, It is not good that the man should be alone: I will make him a help meet for him."
f2075cff-062d-4c41-9f30-b95fbaf2cc6c,1000005,Genesis,OT,2,19,"And out of the ground the LORD God formed every beast of the field, and every fowl of the air, and brought them to Adam to see what he would call them; and whatsoever Adam called every living creature, that was its name."
1f164c90-996d-47e0-9bda-ee3ea8e6248c,1000005,Genesis,OT,2,20,"And Adam gave names to all cattle, and to the fowls of the air, and to every beast of the field: but for Adam there was not found a help meet for him."
857d439c-22fc-47d0-bfbc-74e7c5d65d1d,1000005,Genesis,OT,2,21,"And the LORD God caused a deep sleep to fall upon Adam, and he slept; and he took one of his ribs, and closed up the flesh in its place."
0c2546d2-be46-4daa-a1ee-09e903f78860,1000005,Genesis,OT,2,22,"And the rib, which the LORD God had taken from man, he made woman, and brought her to the man."
87ff7edb-fbc3-4eb0-8067-e099dbf963e3,1000005,Genesis,OT,2,23,"And Adam said, This is now bone of my bones, and flesh of my flesh: she shall be called Woman, because she was taken out of man."
fbce3cfb-da6d-4e55-8528-c35074257b0f,1000005,Genesis,OT,2,24,"Therefore shall a man leave his father and his mother, and shall cleave to his wife: and they shall be one flesh."
10db7090-5d8d-4772-ac58-24dde05c3b21,1000005,Genesis,OT,2,25,"And they were both naked, the man and his wife, and were not ashamed."
6e5b17a7-403c-4f6b-96a9-e5d2433b15e2,1000005,Genesis,OT,3,1,"Now the serpent was more subtil than any beast of the field which the LORD God had made: and he said to the woman, Yea, hath God said, Ye shall not eat of every tree of the garden?"
1773d438-1bb3-47b4-981d-36368f930f22,1000005,Genesis,OT,3,2,"And the woman said to the serpent, We may eat of the fruit of the trees of the garden:"
d405dc80-cbf7-443d-b4c1-e4902ca924f7,1000005,Genesis,OT,3,3,"But of the fruit of the tree which is in the midst of the garden, God hath said, Ye shall not eat of it, neither shall ye touch it, lest ye die."
6e1e9a4f-7e79-4a55-832e-eec12df7fccc,1000005,Genesis,OT,3,4,"And the serpent said to the woman, Ye shall not surely die:"
8b59688a-68c7-4f52-aa22-eccd1567790c,1000005,Genesis,OT,3,5,"For God doth know, that in the day ye eat of it, then your eyes shall be opened: and ye shall be as gods, knowing good and evil."
fb726966-a17b-4e4f-9c85-944f78b7a8eb,1000005,Genesis,OT,3,6,"And when the woman saw that the tree was good for food, and that it was pleasant to the eyes, and a tree to be desired to make one wise; she took of its fruit, and ate, and gave also to her husband with her, and he ate."
901ec4f3-8ba0-41d0-9f27-a63b800e885b,1000005,Genesis,OT,3,7,"And the eyes of them both were opened, and they knew that they were naked: and they sewed fig-leaves together, and made for themselves aprons."
42c1eaeb-372c-4cd3-85cf-b0be407542e8,1000005,Genesis,OT,3,8,And they heard the voice of the LORD God walking in the garden in the cool of the day: and Adam and his wife hid themselves from the presence of the LORD God amongst the trees of the garden.
22baa4ff-d048-443a-bf22-9e771f1d6575,1000005,Genesis,OT,3,9,"And the LORD God called to Adam, and said to him, Where art thou?"
4b778cc7-5812-4708-8c0b-e02011f5d038,1000005,Genesis,OT,3,10,"And he said, I heard thy voice in the garden: and I was afraid, because I was naked; and I hid myself."
5c4311ec-ec0e-4917-a135-741071cb03fb,1000005,Genesis,OT,3,11,"And he said, Who told thee that thou wast naked? Hast thou eaten of the tree of which I commanded thee, that thou shouldest not eat?"
eb76d628-f6a3-4766-8897-23dfac460021,1000005,Genesis,OT,3,12,"And the man said, The woman, whom thou gavest to be with me, she gave me of the tree, and I ate."
8e3954b7-3bd1-4172-b6b7-6902303d716b,1000005,Genesis,OT,3,13,"And the LORD God said to the woman, What is this that thou hast done? And the woman said, The serpent beguiled me, and I ate."
f400553e-45c8-4f0e-8e9a-0d7414182148,1000005,Genesis,OT,3,14,"And the LORD God said to the serpent, Because thou hast done this, thou art cursed above all cattle, and above every beast of the field: upon thy belly shalt thou go, and dust shalt thou eat all the days of thy life:"
9bc8a6c0-7827-4cea-8720-4b7e622b72ef,1000005,Genesis,OT,3,15,"And I will put enmity between thee and the woman, and between thy seed and her seed: it shall bruise thy head, and thou shalt bruise his heel."
a9038fee-9f4b-4d50-8111-e4d7b0c2b9b5,1000005,Genesis,OT,3,16,"To the woman he said, I will greatly multiply thy sorrow and thy conception; in sorrow thou shalt bring forth children: and thy desire shall be to thy husband, and he shall rule over thee."
6f97a6f8-4fa6-4828-9bb1-e4cbd4c9d905,1000005,Genesis,OT,3,17,"And to Adam he said, Because thou hast hearkened to the voice of thy wife, and hast eaten of the tree of which I commanded thee, saying, Thou shalt not eat of it: cursed is the ground for thy sake; in sorrow shalt thou eat of it all the days of thy life;"
08b7e999-bf66-4077-9be2-5e636c775083,1000005,Genesis,OT,3,18,Thorns also and thistles shall it bring forth to thee; and thou shalt eat the herb of the field;
cc6b1f00-27cc-4fba-a133-033284d8ec68,1000005,Genesis,OT,3,19,"In the sweat of thy face shalt thou eat bread, till thou shalt return to the ground; for out of it wast thou taken: for dust thou art, and to dust shalt thou return."
c1c0a505-3fd7-458a-83a7-e758d259b5d1,1000005,Genesis,OT,3,20,"And Adam called his wife's name Eve, because she was the mother of all living."
19d1ac04-c2eb-416c-b346-431f5afbe159,1000005,Genesis,OT,3,21,"For Adam also and for his wife the LORD God made coats of skins, and clothed them."
63c1f2d3-611b-4fd5-96e6-b2fe49643b3b,1000005,Genesis,OT,3,22,"And the LORD God said, Behold, the man hath become as one of us, to know good and evil. And now, lest he should put forth his hand, and take also of the tree of life, and eat, and live for ever:"
93679e6e-9a39-42ce-a290-e30ec69fe9c0,1000005,Genesis,OT,3,23,"Therefore the LORD God sent him forth from the garden of Eden, to till the ground from which he was taken."
ee2a1f5b-eb7b-41cb-b50f-027018128453,1000005,Genesis,OT,3,24,"So he drove out the man: and he placed at the east of the garden of Eden Cherubim, and a flaming sword which turned every way, to keep the way of the tree of life."
5d83ab71-8bd9-4853-88ca-013c1552afbc,1000005,Genesis,OT,4,1,"And Adam knew Eve his wife; and she conceived, and bore Cain, and said, I have gotten a man from the LORD."
82aec6d3-5701-485c-aec6-488cbf9b1a78,1000005,Genesis,OT,4,2,"And she again bore his brother Abel. And Abel was a keeper of sheep, but Cain was a tiller of the ground."
fd73f382-fbbd-4bdb-ad74-7e74ea4ca3a0,1000005,Genesis,OT,4,3,"And in process of time it came to pass, that Cain brought of the fruit of the ground an offering to the LORD."
aef820ef-fe37-4e96-9785-b9042105737f,1000005,Genesis,OT,4,4,"And Abel, he also brought of the firstlings of his flock, and of the fat thereof. And the LORD had respect to Abel, and to his offering:"
f48edc45-0e4d-496b-95f4-f22908e9c6b4,1000005,Genesis,OT,4,5,"But to Cain and to his offering he had not respect. And Cain was very wroth, and his countenance fell."
dd50cf4b-b4b1-4c9c-a616-2fd867db58d1,1000005,Genesis,OT,4,6,"And the LORD said to Cain, Why art thou wroth? and why is thy countenance fallen?"
95eb952d-a71b-4def-9256-2ba13ce6797f,1000005,Genesis,OT,4,7,"If thou doest well, shalt thou not be accepted? and if thou doest not well, sin lieth at the door. And to thee shall be his desire, and thou shalt rule over him."
f79dd6c0-6479-43ca-81aa-f295c3538612,1000005,Genesis,OT,4,8,"And Cain talked with Abel his brother: and it came to pass when they were in the field, that Cain rose up against Abel his brother, and slew him."
8baf23ca-670e-49a8-ade9-89a4a06c8dcf,1000005,Genesis,OT,4,9,"And the LORD said to Cain, Where is Abel thy brother? And he said, I know not: Am I my brother's keeper?"
4da41a00-995a-4436-afbe-ac9f32609e67,1000005,Genesis,OT,4,10,"And he said, What hast thou done? the voice of thy brother's blood crieth to me from the ground."
0a514bd6-635f-4a81-a7af-32d368a0c97d,1000005,Genesis,OT,4,11,"And now art thou cursed from the earth, which hath opened her mouth to receive thy brother's blood from thy hand;"
03d44f21-eb32-4b9c-9f1e-443b451aaa29,1000005,Genesis,OT,4,12,"When thou tillest the ground, it shall not henceforth yield to thee its strength: A fugitive and a vagabond shalt thou be in the earth."
c8a879d6-0437-4452-b2ae-fee9fc33e337,1000005,Genesis,OT,4,13,"And Cain said to the LORD, My punishment is greater than I can bear."
a9c6b5c7-2b69-4338-be84-c40c1c08c729,1000005,Genesis,OT,4,14,"Behold, thou hast driven me this day from the face of the earth; and from thy face shall I be hid; and I shall be a fugitive and a vagabond in the earth; and it will come to pass, that every one that findeth me will slay me."
62a262da-43de-49fd-9352-2eb3f7893656,1000005,Genesis,OT,4,15,"And the LORD said to him, Therefore whoever slayeth Cain, vengeance shall be taken on him seven-fold. And the LORD set a mark upon Cain, lest any finding him should kill him."
1c0f1b05-c23b-4654-baf4-773aef358cf8,1000005,Genesis,OT,4,16,"And Cain went out from the presence of the LORD, and dwelt in the land of Nod, on the east of Eden."
d01f5349-6d76-4548-9134-af9a50443f28,1000005,Genesis,OT,4,17,"And Cain knew his wife, and she conceived, and bore Enoch: and he built a city, and called the name of the city, after the name of his son Enoch."
23436e1f-743f-484b-9bff-0bb613f71461,1000005,Genesis,OT,4,18,And to Enoch was born Irad: and Irad begat Mehujael: and Mehujael begat Methusael: and Methusael begat Lamech.
aa010329-5563-4215-9513-cdc8f710190c,1000005,Genesis,OT,4,19,"And Lamech took to him two wives: the name of the one was Adah, and the name of the other Zillah."
40a79084-b0fa-446e-9ad3-3541386a27fc,1000005,Genesis,OT,4,20,"And Adah bore Jabal: he was the father of such as dwell in tents, and of such as have cattle."
5e7a98fe-6595-4955-902b-7bca64aeac72,1000005,Genesis,OT,4,21,And his brother's name was Jubal: he was the father of all such as handle the harp and organ.
c4de30bf-1f4c-4af8-9b86-547d05ee8d3b,1000005,Genesis,OT,4,22,"And Zillah, she also bore Tubalcain, an instructor of every artificer in brass and iron: and the sister of Tubalcain was Naamah."
a7fe7b39-f6af-4faf-8c8c-8331cbbe31a3,1000005,Genesis,OT,4,23,"And Lamech said to his wives, Adah and Zillah, Hear my voice, ye wives of Lamech, hearken to my speech: for I have slain a man to my wounding, and a young man to my hurt."
df53c653-f26a-4c2d-9748-6ebf78cdba9b,1000005,Genesis,OT,4,24,"If Cain shall be avenged seven-fold, truly Lamech seventy and seven-fold."
911a632b-bb7a-413c-9a0e-38d05a5479d9,1000005,Genesis,OT,4,25,"And Adam knew his wife again, and she bore a son, and called his name Seth: For God, said she, hath appointed me another seed instead of Abel, whom Cain slew."
f341b0fb-3676-4583-93e0-d5e1af70cbcb,1000005,Genesis,OT,4,26,"And to Seth, to him also there was born a son; and he called his name Enos: then began men to call upon the name of the LORD."
2778d952-7039-4902-9eb0-786819743b47,1000005,Genesis,OT,5,1,"This is the book of the generations of Adam: In the day that God created man, in the likeness of God made he him:"
668fe82b-dfe0-4ded-ac1d-ba1486ca334b,1000005,Genesis,OT,5,2,"Male and female created he them; and blessed them, and called their name Adam, in the day when they were created."
bef211f4-0608-4e2d-8a88-7cab122d4914,1000005,Genesis,OT,5,3,"And Adam lived a hundred and thirty years, and begat a son in his own likeness, after his image; and called his name Seth:"
19d79423-c958-4b5f-964e-9624fd05e1c6,1000005,Genesis,OT,5,4,And the days of Adam after he had begotten Seth were eight hundred years: and he begat sons and daughters:
3af78d2e-44d7-402d-a58c-93ef766f25ec,1000005,Genesis,OT,5,5,And all the days that Adam lived were nine hundred and thirty years: and he died.
9ac6fb38-7031-4e7f-adcc-4225648166e5,1000005,Genesis,OT,5,6,"And Seth lived a hundred and five years, and begat Enos:"
a6900ed1-8b69-43cd-9a3e-5de87f2f462a,1000005,Genesis,OT,5,7,"And Seth lived after he begat Enos eight hundred and seven years, and begat sons and daughters:"
5d3a8396-905f-44e5-ab41-8784f081f618,1000005,Genesis,OT,5,8,And all the days of Seth were nine hundred and twelve years; and he died.
e661f93c-b575-4453-9a67-02b8279816f0,1000005,Genesis,OT,5,9,"And Enos lived ninety years, and begat Cainan."
2c0476e6-ceba-494e-8bcb-52d83001cb35,1000005,Genesis,OT,5,10,"And Enos lived after he begat Cainan eight hundred and fifteen years, and begat sons and daughters:"
ba111357-ceaf-44be-a281-52662d1c0906,1000005,Genesis,OT,5,11,And all the days of Enos were nine hundred and five years; and he died.
42b9c823-afd7-4915-bb21-d3713a8f909d,1000005,Genesis,OT,5,12,"And Cainan lived seventy years, and begat Mahalaleel:"
e85a556d-3963-4643-b7cb-c7137bd2b4ea,1000005,Genesis,OT,5,13,"And Cainan lived after he begat Mahalaleel eight hundred and forty years, and begat sons and daughters:"
cea96cca-1432-4992-9217-53bb16ade11d,1000005,Genesis,OT,5,14,And all the days of Cainan were nine hundred and ten years; and he died.
0d09c621-1255-4f1e-90d1-b4da1855cfd4,1000005,Genesis,OT,5,15,"And Mahalaleel lived sixty and five years, and begat Jared:"
f0fa4576-e686-4355-bf7a-752ba7276c96,1000005,Genesis,OT,5,16,"And Mahalaleel lived after he begat Jared eight hundred and thirty years, and begat sons and daughters:"
04d94626-262e-4075-a76d-1ebfe62534ba,1000005,Genesis,OT,5,17,And all the days of Mahalaleel were eight hundred ninety and five years; and he died.
f1a47c22-46bd-404a-9cc6-b41270863254,1000005,Genesis,OT,5,18,"And Jared lived a hundred sixty and two years, and he begat Enoch:"
11034104-f521-4844-bec7-ab069c9bcd0d,1000005,Genesis,OT,5,19,"And Jared lived after he begat Enoch eight hundred years, and begat sons and daughters:"
e2db6a59-c949-43a4-8ee4-cd03fa7b5aba,1000005,Genesis,OT,5,20,And all the days of Jared were nine hundred sixty and two years; and he died.
bd26ce27-2e22-448e-9a72-d02625011968,1000005,Genesis,OT,5,21,"And Enoch lived sixty and five years, and begat Methuselah:"
d861b444-30ae-4fe1-a18c-1051b0a8e50a,1000005,Genesis,OT,5,22,"And Enoch walked with God after he begat Methuselah three hundred years, and begat sons and daughters:"
55bb5841-29f4-4b31-9ef9-23c157e08d23,1000005,Genesis,OT,5,23,And all the days of Enoch were three hundred sixty and five years:
b70d9933-b0f3-4dd2-8ab5-7f176b1fa85f,1000005,Genesis,OT,5,24,"And Enoch walked with God, and he was not: for God took him."
2b835c0d-6337-4618-9c16-dce3c07fd154,1000005,Genesis,OT,5,25,"And Methuselah lived a hundred eighty and seven years, and begat Lamech:"
f3c7622f-a606-4b8c-8194-27a49e8fdbf0,1000005,Genesis,OT,5,26,"And Methuselah lived after he begat Lamech seven hundred eighty and two years, and begat sons and daughters:"
e412ed3e-916b-4f1f-a2dc-bd81f09158b4,1000005,Genesis,OT,5,27,And all the days of Methuselah were nine hundred sixty and nine years; and he died.
8a51373a-2b9d-4389-8af4-430deae33ab1,1000005,Genesis,OT,5,28,And Lamech lived a hundred eighty and two years; and begat a son:
e0d0c1c4-49a3-4cf7-9fd2-a3a489abdebb,1000005,Genesis,OT,5,29,"And he called his name Noah, saying, This same shall comfort us concerning our work and toil of our hands, because of the ground which the LORD hath cursed."
7e5f79b9-7f67-4436-b60f-689b283b12a6,1000005,Genesis,OT,5,30,"And Lamech lived after he begat Noah five hundred ninety and five years, and begat sons and daughters:"
93e90a3c-07a5-442f-b3bb-401ccd2f9dd2,1000005,Genesis,OT,5,31,And all the days of Lamech were seven hundred seventy and seven years; and he died.
de2c12eb-79ca-412d-9dc8-6ddd3bb31667,1000005,Genesis,OT,5,32,"And Noah was five hundred years old: and Noah begat Shem, Ham, and Japheth."
ab9cd9cc-a669-492e-97ce-3bd41bf5eaf6,1000005,Genesis,OT,6,1,"And it came to pass, when men began to multiply on the face of the earth, and daughters were born to them,"
0bfe21fd-8841-474d-a6e2-eea3ffe1af0c,1000005,Genesis,OT,6,2,That the sons of God saw the daughters of men that they were fair; and they took them wives of all whom they chose.
9bea6b72-a1f8-4a77-8a1b-23f64875a4c6,1000005,Genesis,OT,6,3,"And the LORD said, My spirit shall not always strive with man, for that he also is flesh: yet his days shall be a hundred and twenty years."
ad3705aa-3d04-44e9-af23-ae9e31a2f719,1000005,Genesis,OT,6,4,"There were giants in the earth in those days; and also after that, when the sons of God came in to the daughters of men, and they bore children to them: the same became mighty men, who were of old, men of renown."
e269466f-8ff0-4412-b30d-9bc783bdd523,1000005,Genesis,OT,6,5,"And GOD saw that the wickedness of man was great in the earth, and that every imagination of the thoughts of his heart was only evil continually."
0dd9482b-324e-44cd-9491-8f0e2f3a7382,1000005,Genesis,OT,6,6,"And the LORD repented that he had made man on the earth, and it grieved him at his heart."
79b3cdb9-56ab-4220-ac10-a3d3e1b96a1a,1000005,Genesis,OT,6,7,"And the LORD said, I will destroy man whom I have created, from the face of the earth, both man and beast, and the creeping animal, and the fowls of the air; for I repent that I have made them."
dffae017-fb72-4b51-80f8-043c60465a98,1000005,Genesis,OT,6,8,But Noah found grace in the eyes of the LORD.
28fe6203-64b8-4a10-a05a-f4493c3ae7a2,1000005,Genesis,OT,6,9,"These are the generations of Noah: Noah was a just man, and perfect in his generations, and Noah walked with God."
c6a1f296-8239-44ee-a4da-7d78e14ab93a,1000005,Genesis,OT,6,10,"And Noah begat three sons, Shem, Ham, and Japheth."
f8f86452-1371-45a0-a9d9-63036d343ec2,1000005,Genesis,OT,6,11,The earth also was corrupt before God; and the earth was filled with violence.
cee95926-e1ec-4457-8187-48072945e947,1000005,Genesis,OT,6,12,"And God looked upon the earth, and behold, it was corrupt: for all flesh had corrupted his way upon the earth."
bebb0c00-0a99-4de9-b4aa-ab6ac9847c14,1000005,Genesis,OT,6,13,"And God said to Noah, The end of all flesh is come before me; for the earth is filled with violence through them: and behold, I will destroy them with the earth."
ed6a4f5e-b3a9-489d-8461-5478d9a11a4d,1000005,Genesis,OT,6,14,"Make thee an ark of gopher-wood: rooms shalt thou make in the ark, and shalt pitch it within and without with pitch."
cc1ea325-a36a-41ff-8c92-cdb41bf9969c,1000005,Genesis,OT,6,15,"And this is the fashion in which thou shalt make it: the length of the ark shall be three hundred cubits, the breadth of it fifty cubits, and the height of it thirty cubits."
62ce400a-52dc-4630-8806-763eff9d9340,1000005,Genesis,OT,6,16,"A window shalt thou make to the ark, and in a cubit shalt thou finish it above; and the door of the ark shalt thou set in its side: with lower, second, and third stories shalt thou make it."
8f7457a1-0a36-43c1-b017-de0cfc9b864d,1000005,Genesis,OT,6,17,"And behold, I, even I do bring a flood of waters upon the earth, to destroy all flesh, in which is the breath of life, from under heaven: and every thing that is on the earth shall die."
bb9dfdab-d773-4935-a565-6d2e4d8b8bfe,1000005,Genesis,OT,6,18,"But with thee will I establish my covenant: and thou shalt come into the ark, thou, and thy sons, and thy wife, and thy sons' wives with thee."
5aecc520-83aa-4246-bb4b-3ab5548cfd97,1000005,Genesis,OT,6,19,"And of every living thing of all flesh, two of every sort shalt thou bring into the ark, to keep them alive with thee: they shall be male and female."
18c2b671-14d2-42c0-b131-ae8e86a46c46,1000005,Genesis,OT,6,20,"Of fowls after their kind, and of cattle after their kind, of every creeping animal of the earth after its kind, two of every sort shall come to thee, to keep them alive."
7d005f01-f24e-4bee-a6fb-fcea0b0e0eaf,1000005,Genesis,OT,6,21,"And take thou to thee of all food that is eaten, and thou shalt gather it to thee; and it shall be for food for thee, and for them."
1bc920c9-87c2-47e2-965e-e51c806ecfe9,1000005,Genesis,OT,6,22,"Thus did Noah; according to all that God commanded him, so did he."
54d654d8-a074-4090-b2d6-7a9bb667da01,1000005,Genesis,OT,7,1,"And the LORD said to Noah, Come thou and all thy house into the ark: for thee have I seen righteous before me in this generation."
79248ee3-4bba-41c6-ae57-2145cbb7d5dc,1000005,Genesis,OT,7,2,"Of every clean beast thou shalt take to thee by sevens, the male and his female: and of beasts that are not clean by two, the male and his female."
b70f105d-ffa3-4c6c-9fc9-640c6c2a8d4a,1000005,Genesis,OT,7,3,"Of fowls of the air also by sevens, the male and the female; to keep seed alive on the face of all the earth."
